Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
[promo] Cincin Titanium Hitam Polos Kualitas Super Cincin Pria Cincin Wanita,Entertainment,promo cincin titanium hitam polos kualitas super cincin pria cincin wanita,cincin titanium cincin cincin,cincin titanium cincin cincin,11.0,4.0,7.0,63.6
Cincin Kokka Asli Warna Coklat/Hitam Ukuran 5-13,Entertainment,cincin kokka asli warna coklathitam ukuran,cincin kokka coklathitam,cincin kokka coklathitam,7.0,3.0,4.0,57.1
La Vienne - Agathe - Cincin Titanium Wanita Anti Karat - Gold Silver Rosegold - Mewah dan Elegan Cocok untuk Nikah Couple Pasangan Kondangan dan sehari hari,Entertainment,la vienne agathe cincin titanium wanita anti karat gold silver rosegold mewah dan elegan cocok untuk nikah couple pasangan kondangan dan sehari hari,la vienne agathe cincin titanium anti karat gold silver rosegold elegan nikah couple pasangan kondangan sehari,la vienne agathe cincin titanium anti karat gold silver rosegold elegan nikah couple pasang kondangan hari,27.0,16.0,11.0,40.7
CINCIN KAYU ASLI KAOKAH KAUKAH KOKKA KAOKA KOKAH HITAM POLOS ASLI ISTANBUL TURKI DIJAMIN ASLI KAOKAH,Entertainment,cincin kayu asli kaokah kaukah kokka kaoka kokah hitam polos asli istanbul turki dijamin asli kaokah,cincin kayu kaokah kaukah kokka kaoka kokah istanbul turki dijamin kaokah,cincin kayu kaokah kau kokka kaoka kokah istanbul turki jamin kaokah,16.0,11.0,5.0,31.2
(COD) cincin initial / CINCIN CUSTOM HURUF / TALI ANTI AIR / CINCIN INISIAL / CINCIN CEWE,Entertainment,cod cincin initial cincin custom huruf tali anti air cincin inisial cincin cewe,cincin initial cincin custom huruf tali anti air cincin inisial cincin,cincin initial cincin custom huruf tali anti air cincin inisial cincin,17.0,11.0,6.0,35.3
Terbaru Perak Cincin Wanita Kualitas tinggi Berlian Ring Kasual / Cincin Jari Aneka Wanita,Entertainment,terbaru perak cincin wanita kualitas tinggi berlian ring kasual cincin jari aneka wanita,perak cincin berlian ring kasual cincin jari aneka,perak cincin berlian ring kasual cincin jari aneka,14.0,8.0,6.0,42.9
CINCIN TALI INISIAL / CINCIN HURUF ALPHABET ( BACA DESKRIPSI YA ),Entertainment,cincin tali inisial cincin huruf alphabet baca deskripsi ya,cincin tali inisial cincin huruf alphabet baca deskripsi ya,cincin tali inisial cincin huruf alphabet baca deskripsi ya,12.0,9.0,3.0,25.0
Pengganjal Cincin bahan Silikon Transparan Ring Size Adjuster Reducer Size (Pengecil Cincin supaya tidak longgar),Entertainment,pengganjal cincin bahan silikon transparan ring size adjuster reducer size pengecil cincin supaya tidak longgar,pengganjal cincin silikon ring adjuster reducer pengecil cincin,ganjal cincin silikon ring adjuster reducer kecil cincin,15.0,8.0,7.0,46.7
[COD ] Cincin Tali / Cincin Inisial Nama ( A-Z ) Murah Fashion,Entertainment,cod cincin tali cincin inisial nama az murah fashion,cincin tali cincin inisial nama az,cincin tali cincin inisial nama az,13.0,6.0,7.0,53.8
Cincin tunangan berlian xuping model permata N05082003,Entertainment,cincin tunangan berlian xuping model permata n,cincin tunangan berlian xuping permata,cincin tunang berlian xuping permata,7.0,5.0,2.0,28.6
cin cin kokka polos kayu KAOKAH,Entertainment,cin cin kokka polos kayu kaokah,cin cin kokka kayu kaokah,cin cin kokka kayu kaokah,6.0,5.0,1.0,16.7
Emrys Ring Adjust Pengecil Cincin Premium EMRYS,Entertainment,emrys ring adjust pengecil cincin premium emrys,emrys ring adjust pengecil cincin emrys,emrys ring adjust kecil cincin emrys,7.0,6.0,1.0,14.3
Cincin Karakter Katak Resin Fashion Cute Frog Ring kodok Bentuk Hewan 4 Warna Untuk Hadiah Teman Resin [x],Entertainment,cincin karakter katak resin fashion cute frog ring kodok bentuk hewan warna untuk hadiah teman resin x,cincin karakter katak resin cute frog ring kodok bentuk hewan hadiah teman resin,cincin karakter katak resin cute frog ring kodok bentuk hewan hadiah teman resin,18.0,13.0,5.0,27.8
Ring Beads White Cream and Pearlyyy | Cincin Beads | Aesthetic | Lebaran | Ramadhan,Entertainment,ring beads white cream and pearlyyy cincin beads aesthetic lebaran ramadhan,ring beads white cream and pearlyyy cincin beads aesthetic lebaran ramadhan,ring beads white cream and pearlyyy cincin beads aesthetic lebaran ramadhan,15.0,11.0,4.0,26.7
(OBRAL KOKKAH) CINCIN MATA SATU,Entertainment,obral kokkah cincin mata satu,kokkah cincin mata,kok cincin mata,5.0,3.0,2.0,40.0
Panlandwoo - Cincin Titanium Wanita Anastasia,Entertainment,panlandwoo cincin titanium wanita anastasia,panlandwoo cincin titanium anastasia,panlandwoo cincin titanium anastasia,6.0,4.0,2.0,33.3
Cincin Bahan Titanium Desain Bunga Bukaan Dapat Disesuaikan Paduan Fashion Wanita Gaya Korea,Entertainment,cincin bahan titanium desain bunga bukaan dapat disesuaikan paduan fashion wanita gaya korea,cincin titanium desain bunga bukaan disesuaikan paduan korea,cincin titanium desain bunga buka sesuai padu korea,13.0,8.0,5.0,38.5
Cincin Huruf Cincin Inisial Cincin Huruf Bulat Tali Korea Waterproof,Entertainment,cincin huruf cincin inisial cincin huruf bulat tali korea waterproof,cincin huruf cincin inisial cincin huruf tali korea waterproof,cincin huruf cincin inisial cincin huruf tali korea waterproof,10.0,9.0,1.0,10.0
Vintage Ruby Hitam Kristal Baja Titanium Pria Punk Fashion Perhiasan Aksesoris Pernikahan Jari Rings,Entertainment,vintage ruby hitam kristal baja titanium pria punk fashion perhiasan aksesoris pernikahan jari rings,vintage ruby kristal baja titanium punk perhiasan aksesoris pernikahan jari rings,vintage ruby kristal baja titanium punk hias aksesoris nikah jari rings,14.0,11.0,3.0,21.4
COD❤️ 5 pcs Cincin Set Fashion Aksen Berlian Imitasi Mutiara Untuk Wanita-A.one,Entertainment,cod❤️ pcs cincin set fashion aksen berlian imitasi mutiara untuk wanitaaone,cod❤️ cincin aksen berlian imitasi mutiara wanitaaone,cod cincin aksen berlian imitasi mutiara wanitaaone,12.0,7.0,5.0,41.7
Promo cincin manik basic / Cincin beads / Cincin cherry / Cincin Korea / Beads Ring / Beaded Ring / Cincin Manik,Entertainment,promo cincin manik basic cincin beads cincin cherry cincin korea beads ring beaded ring cincin manik,cincin manik basic cincin beads cincin cherry cincin korea beads ring beaded ring cincin manik,cincin manik basic cincin beads cincin cherry cincin korea beads ring beaded ring cincin manik,22.0,15.0,7.0,31.8
Panlandwoo - Cincin Titanium Wanita Penny,Entertainment,panlandwoo cincin titanium wanita penny,panlandwoo cincin titanium penny,panlandwoo cincin titanium penny,6.0,4.0,2.0,33.3
Cincin custom inisial waterproof ready a-z!!termurah! premium!,Entertainment,cincin custom inisial waterproof ready aztermurah premium,cincin custom inisial waterproof aztermurah,cincin custom inisial waterproof aztermurah,7.0,5.0,2.0,28.6
RING RUMAH ROLLER Mio / Ring Pully / Ring Polly / Ring Poli,Entertainment,ring rumah roller mio ring pully ring polly ring poli,ring rumah roller mio ring pully ring polly ring poli,ring rumah roller mio ring pully ring polly ring pol,13.0,10.0,3.0,23.1
CINCIN MANIK MUTIARA KARTUN MIX / CIEL BLEU SHOP,Entertainment,cincin manik mutiara kartun mix ciel bleu shop,cincin manik mutiara kartun ciel bleu,cincin manik mutiara kartun ciel bleu,9.0,6.0,3.0,33.3
CINCIN INISIAL / cincin custom huruf kamu / foto realpict,Entertainment,cincin inisial cincin custom huruf kamu foto realpict,cincin inisial cincin custom huruf foto realpict,cincin inisial cincin custom huruf foto realpict,10.0,7.0,3.0,30.0
Ring Cincin Begel Besi Beton 6 Mm SNI,Entertainment,ring cincin begel besi beton mm sni,ring cincin begel besi beton sni,ring cincin begel besi beton sni,8.0,6.0,2.0,25.0
Cincin Manik Korea Beads | Beaded Kpop Ring Handmade Pt.1 (MINIMAL ORDER 10RIBU RUPIAH),Entertainment,cincin manik korea beads beaded kpop ring handmade pt minimal order ribu rupiah,cincin manik korea beads beaded kpop ring handmade pt order ribu rupiah,cincin manik korea beads beaded kpop ring handmade pt order ribu rupiah,14.0,12.0,2.0,14.3
Cincin Eyelash Cincin Medium eyelash extension bulumata palsu,Entertainment,cincin eyelash cincin medium eyelash extension bulumata palsu,cincin eyelash cincin eyelash extension bulumata,cincin eyelash cincin eyelash extension bulumata,8.0,6.0,2.0,25.0
1 PCS Anting Stud Kartilago Tujuan Ganda anting Stainless Bahan Steel Tragus 3 Cakar Fashion Anting,Entertainment,pcs anting stud kartilago tujuan ganda anting stainless bahan steel tragus cakar fashion anting,anting stud kartilago tujuan anting stainless steel tragus cakar anting,anting stud kartilago tuju anting stainless steel tragus cakar anting,16.0,10.0,6.0,37.5
sayishop Aksesoris fashion wanita anting bunga temperamen manis sederhana dan indah gaya Korea,Entertainment,sayishop aksesoris fashion wanita anting bunga temperamen manis sederhana dan indah gaya korea,sayishop aksesoris anting bunga temperamen sederhana korea,sayishop aksesoris anting bunga temperamen sederhana korea,13.0,7.0,6.0,46.2
Rmk89. Anting Xuping Wanita Vintage Lapis Emas,Entertainment,rmk anting xuping wanita vintage lapis emas,rmk anting xuping vintage lapis emas,rmk anting xuping vintage lapis emas,7.0,6.0,1.0,14.3
SK02. Anting xuping Gifsy silver dewasa lapis emas,Entertainment,sk anting xuping gifsy silver dewasa lapis emas,sk anting xuping gifsy silver lapis emas,sk anting xuping gifsy silver lapis emas,8.0,7.0,1.0,12.5
6 Set Anting Hoop Kotak Emas Perak Elegan Anting/ Mutiara Hati Untuk Aksesoris Perhiasan Wanita Alloy Gold Silver/Anting Wanita Bulat Hoop Klip Juntai,Entertainment,set anting hoop kotak emas perak elegan anting mutiara hati untuk aksesoris perhiasan wanita alloy gold silveranting wanita bulat hoop klip juntai,anting hoop emas perak elegan anting mutiara hati aksesoris perhiasan alloy gold silveranting hoop klip juntai,anting hoop emas perak elegan anting mutiara hati aksesoris hias alloy gold silveranting hoop klip juntai,23.0,16.0,7.0,30.4
Anting Jurai Panjang Cantik Perhiasan Xuping Warna Gold Emas - BE170,Entertainment,anting jurai panjang cantik perhiasan xuping warna gold emas be,anting jurai perhiasan xuping gold emas be,anting jurai hias xuping gold emas be,11.0,7.0,4.0,36.4
C1 - Anting Tusuk Motif Bunga Gaya untuk Wanita,Entertainment,c anting tusuk motif bunga gaya untuk wanita,anting tusuk bunga,anting tusuk bunga,9.0,3.0,6.0,66.7
Anting Tusuk Motif Geometri Hias Berlian Imitasi Ala untuk Wanita,Entertainment,anting tusuk motif geometri hias berlian imitasi ala untuk wanita,anting tusuk geometri hias berlian imitasi ala,anting tusuk geometri hias berlian imitasi ala,10.0,7.0,3.0,30.0
Merle anting tusuk bunga korea stud earrings fashion aksesoris wanita Alloy Gold Flower,Entertainment,merle anting tusuk bunga korea stud earrings fashion aksesoris wanita alloy gold flower,merle anting tusuk bunga korea stud earrings aksesoris alloy gold flower,merle anting tusuk bunga korea stud earrings aksesoris alloy gold flower,13.0,11.0,2.0,15.4
(6Pasang 1set) Anting Wanita korea/ Set anting fashion korea Tusuk Gantung Desain Geometri Hias Rumbai Alloy IMPORT Wanita korea ANT31,Entertainment,pasang set anting wanita korea set anting fashion korea tusuk gantung desain geometri hias rumbai alloy import wanita korea ant,anting korea anting korea tusuk gantung desain geometri hias rumbai alloy korea ant,anting korea anting korea tusuk gantung desain geometri hias rumbai alloy korea ant,20.0,13.0,7.0,35.0
Anting Tusuk Stud Dengan Hiasan Batu Permata,Entertainment,anting tusuk stud dengan hiasan batu permata,anting tusuk stud hiasan batu permata,anting tusuk stud hias batu permata,7.0,6.0,1.0,14.3
Anting Percing Roda Barbel Lusinan 12pcs TXG Grosir,Entertainment,anting percing roda barbel lusinan pcs txg grosir,anting percing roda barbel lusinan txg,anting cing roda barbel lusin txg,8.0,6.0,2.0,25.0
[ODS] Anting Tusuk Model Jurai Fashion Korea K79 /Anting Rumbai Panjang Wanita,Entertainment,ods anting tusuk model jurai fashion korea k anting rumbai panjang wanita,ods anting tusuk jurai korea anting rumbai,ods anting tusuk jurai korea anting rumbai,12.0,7.0,5.0,41.7
Sharon Anting wanita korean style earring simple elegan Alloy,Entertainment,sharon anting wanita korean style earring simple elegan alloy,sharon anting korean style earring simple elegan alloy,sharon anting korean style earring simple elegan alloy,9.0,8.0,1.0,11.1
[✅READY STOCK] 1 Pc Anting Mini Stainless Steel Tulang Rawan Tragus Mode Kristal Anting Zirkon Simple Penjualan Panas Mode,Entertainment,✅ready stock pc anting mini stainless steel tulang rawan tragus mode kristal anting zirkon simple penjualan panas mode,✅ready anting stainless steel tulang rawan tragus mode kristal anting zirkon simple penjualan panas mode,ready anting stainless steel tulang rawan tragus mode kristal anting zirkon simple jual panas mode,19.0,15.0,4.0,21.1
⭐COD 12 Pasang Anting Set Tusuk Model Mutiara Intan Bentuk Bulat Gaya Korea Untuk Wanita Dalika,Entertainment,⭐cod pasang anting set tusuk model mutiara intan bentuk bulat gaya korea untuk wanita dalika,⭐cod anting tusuk mutiara intan bentuk korea dalika,cod anting tusuk mutiara intan bentuk korea dalika,16.0,8.0,8.0,50.0
HANKOU-Anting Titanium Wanita Anti Karat Dan Anti Luntur Anting Bunga Wanita Anting Hijab Wanita Anting tusuk Korea Style A-57,Entertainment,hankouanting titanium wanita anti karat dan anti luntur anting bunga wanita anting hijab wanita anting tusuk korea style a,hankouanting titanium anti karat anti luntur anting bunga anting hijab anting tusuk korea style,hankouanting titanium anti karat anti luntur anting bunga anting hijab anting tusuk korea style,19.0,14.0,5.0,26.3
C5-Anting Anting Panjang Fashion Vintage Earrings Women Geometric Metal Earing Hanging,Entertainment,canting anting panjang fashion vintage earrings women geometric metal earing hanging,canting anting vintage earrings women geometric metal earing hanging,canting anting vintage earrings women geometric metal earing hanging,11.0,9.0,2.0,18.2
~ CKK ~ 12 Pasang Anting Set Pasangan Pearl Crystal Stud Triangle Bar Stud earrings set,Entertainment,ckk pasang anting set pasangan pearl crystal stud triangle bar stud earrings set,ckk anting pasangan pearl crystal stud triangle bar stud earrings,ckk anting pasang pearl crystal stud triangle bar stud earrings,16.0,10.0,6.0,37.5
Set anting perempuan 9 pasang bentuk nature flower model korea bagus imut lucu kualitas premium,Entertainment,set anting perempuan pasang bentuk nature flower model korea bagus imut lucu kualitas premium,anting bentuk nature flower korea bagus,anting bentuk nature flower korea bagus,15.0,6.0,9.0,60.0
Anting Tusuk Wanita Bentuk Bunga Bahan Akrilik Gaya Korea Untuk Musim Semi / Panas,Entertainment,anting tusuk wanita bentuk bunga bahan akrilik gaya korea untuk musim semi panas,anting tusuk bentuk bunga akrilik korea musim semi panas,anting tusuk bentuk bunga akrilik korea musim semi panas,14.0,9.0,5.0,35.7
Warna Berlian Magnet Tanpa Lubang Telinga Anting-Anting Magnet Kuat Model Pria dan Wanita Tanpa Lubang Telinga Berkedip Berlian Zirkon Magnetik Stud untuk Pria Anting cowok Sederhana tindik magnet,Entertainment,warna berlian magnet tanpa lubang telinga antinganting magnet kuat model pria dan wanita tanpa lubang telinga berkedip berlian zirkon magnetik stud untuk pria anting cowok sederhana tindik magnet,berlian magnet lubang telinga antinganting magnet lubang telinga berkedip berlian zirkon magnetik stud anting sederhana tindik magnet,berlian magnet lubang telinga antinganting magnet lubang telinga kedip berlian zirkon magnetik stud anting sederhana tindik magnet,28.0,17.0,11.0,39.3
Lanme Jewelry Anting Titanium Anti Karat Berlian Lapis Emas Wanita Korea Perhiasan Aksesoris LM312,Entertainment,lanme jewelry anting titanium anti karat berlian lapis emas wanita korea perhiasan aksesoris lm,lanme jewelry anting titanium anti karat berlian lapis emas korea perhiasan aksesoris lm,lanme jewelry anting titanium anti karat berlian lapis emas korea hias aksesoris lm,14.0,13.0,1.0,7.1
1Pcs Anting Magnet/Anting bulat Tanpa Lubang Telinga Palsu Bahan Anting Titanium Steel Untuk Pria/Wanita,Entertainment,pcs anting magnetanting bulat tanpa lubang telinga palsu bahan anting titanium steel untuk priawanita,anting magnetanting lubang telinga anting titanium steel priawanita,anting magnetanting lubang telinga anting titanium steel priawanita,14.0,8.0,6.0,42.9
"Set Anting 6pcs Gaya Korea - Anting Kotak Geometris dengan Mutiara Imitasi, Desain Retro dan Elegan, Cocok untuk Gaya Klasik atau Modern",Entertainment,set anting pcs gaya korea anting kotak geometris dengan mutiara imitasi desain retro dan elegan cocok untuk gaya klasik atau modern,anting korea anting mutiara imitasi desain retro elegan klasik,anting korea anting mutiara imitasi desain retro elegan klasik,22.0,9.0,13.0,59.1
anting titanium model terbaru (new import fashion terlaris),Entertainment,anting titanium model terbaru new import fashion terlaris,anting titanium,anting titanium,8.0,2.0,6.0,75.0
ANTING TUSUK GOLD MOTIF BOLA / GIWANG BOLA,Entertainment,anting tusuk gold motif bola giwang bola,anting tusuk gold bola giwang bola,anting tusuk gold bola giwang bola,8.0,6.0,2.0,25.0
Anting Abigail Collection Anting Simple Stud Earing Copper Silver Gold Mini Earring,Entertainment,anting abigail collection anting simple stud earing copper silver gold mini earring,anting abigail collection anting simple stud earing copper silver gold earring,anting abigail collection anting simple stud earing copper silver gold earring,12.0,11.0,1.0,8.3
